commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link,GPT_summary
comment,2024-04-03T14:05:33Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0183,,,Tillman,"Comment from Tillman, James","I am a software developer and deep learning researcher. I regularly use &quot;open weight&quot; models such as Llama-2, EleutherAI&#39;s Pythia, and so on.<br/><br/>Overall, evidence strongly suggests that the benefits of open-weight foundation models in helping produce safe, reliable foundation models are both great and irreplaceable through other means.<br/><br/>Specifically, open weight models have been key to (2) research that allows us to understand how LLMs work, and (2) research that allows us to steer them to be helpful and safe.<br/><br/>As regards the first, open-weight LLMs have permitted work that allows us to tell when LLMs are telling the truth or not [1]. It has enabled validation of work that allows us to &quot;erase&quot; concepts from LLMs[2], as well as work that lets us edit the beliefs of LLMs [3]. As regards the second, by now vital works such as DPO [4] depended on open weights as well. All such works require access to the weights of the models. I could provide an arbitrarily long list of similar works by now, but the number grows every day. Many AI &quot;safety&quot; organizations have tried to ban models current open-weight models [7]<br/><br/>We should expect the number of important safety works that depend on open weights to keep growing -- and the *ratio* of progress that depends on open weights to keep increasing. Consider the following argument [5].<br/><br/>&quot;More broadly, AI alignment seems to be a problem which is harder to achieve in a centralized manner than capabilities. Capabilities mostly seem to rely on concentration of compute and capital while requiring minimal novel intellectual breakthroughs while alignment is the opposite. Large and secretive corporations are extremely good at concentrating capital on well-defined engineering ends and are bad at making large numbers of intellectual breakthroughs. Thus, I think that concentrating all power and knowledge of frontier in AI systems in a few large corporations is largely bad for alignment relative to capabilities.&quot;<br/><br/>Thus, the continued progress of AI safety research depends on open-weight models.<br/><br/>One common counter-argument is that special &quot;structured access&quot; to models can be used for safety research. These are models internal to large companies such as OpenAI, that would -- according to the argument -- be made available to AI safety researchers, while still not being broadly available. But this argument is flawed. When you read papers proposing such schemes, they in fact explicitly admit [6] that structured access would probably not make the actual model weights, which are necessary for most kinds of interpretability research! Large corporations are furthermore not incentivized to provide structured access to models in a way that would be helpful for AI safety research, because they are incentivized to make money, not to make AI safe, and they fear losing access to the weights.<br/><br/>In conclusion, open-weight machine-learning LLMs have been core to America&#39;s current dominance in the field of machine-learning, in the same way that open-source software has been key to America&#39;s dominance in the field of software. As Bernstein vs. Department of Justice established (1995), open source software is free speech and therefore covered beneath the First Amendment. Although somewhat atypical software, open-weight models are also software -- and so the same principles apply.<br/><br/>But open-weight models are not just a matter of free speech. As described above, they are vital for helping us understand how LLMs work and for steering them to be helpful and safe. The benefits of open-weight models are great and irreplaceable through other means.<br/><br/>Thank you, <br/><br/>James Tillman<br/><br/>[1] Representation Engineering: A Top-Down Approach to AI Transparency, https://arxiv.org/abs/2310.12921<br/><br/>[2] LEACE: Perfect linear concept erasure in closed form, https://arxiv.org/abs/2306.03819<br/><br/>[3] A Unified Framework for Model Editing, https://arxiv.org/pdf/2403.14236.pdf<br/><br/>[4] Direct Preference Optimization: Your Language Model is Secretly a Reward Model, https://proceedings.neurips.cc/paper_files/paper/2023/hash/a85b405ed65c6477a4fe8302b5e06ce7-Abstract-Conference.html<br/><br/>[5] My Preliminary Thoughts on AI Safety Regulation, https://www.beren.io/2024-03-04-Preliminary-Thoughts-on-AI-Safety-Regulation/<br/><br/>[6] STRUCTURED ACCESS FOR THIRD-PARTY RESEARCH ON FRONTIER AI MODELS: INVESTIGATING RESEARCHERS MODEL ACCESS REQUIREMENTS, https://cdn.governance.ai/Structured_Access_for_Third-Party_Research.pdf, Appendix A.<br/><br/>[7] Many AI Safety Orgs Have Tried to Criminalize Currently-Existing Open-Source AI, https://1a3orn.com/sub/machine-learning-bans.html",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0183,
comment,2024-04-03T14:05:40Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0198,,,Furman,"Comment from Furman, Zachary","As a machine learning researcher, I write today to ask you to consider the nuances of open-source foundation models, and in particular the potential harms this may present society in the long term.<br/><br/>Historically, open-sourcing has been a major driver of innovation in software, including AI. Open-source software has enabled developers worldwide to build on each other&#39;s work, identify bugs and vulnerabilities, and rapidly iterate on new ideas. For smaller AI models, or those focused on narrow domains, these benefits likely outweigh the risks. Even for early general-purpose models like GPT-3, open-sourcing has accelerated research progress (in interpretability, robustness, etc) and enabled a wide range of beneficial applications.<br/><br/>However, as foundation models approach and exceed human-level performance on a wide range of tasks, the calculus may shift. The most capable future AI systems could potentially be misused to develop dangerous technologies like bioweapons, exploit cybersecurity vulnerabilities at scale, or enable the creation of self-replicating AI agents that are difficult to control. The open-source release of such highly capable models would make these concerning applications much more accessible and difficult to prevent or contain.<br/><br/>This risk is compounded by the fact that even extensive safety training in an open-source model can be easily reversed or corrupted. Lerman et al. (2023) demonstrated this strikingly with Meta&#39;s Llama 2-Chat 70B model. Though this model underwent substantial safety fine-tuning, the researchers showed that with access to the model weights, they could undo this safety training for less than $200 of compute, causing the model to revert to producing unsafe content. At this scale, the harms from such &quot;unsafe content&quot; are minimal, but as models become more capable, the potential damage from a model with corrupted safety training grows dramatically.<br/><br/>Prominent AI experts have echoed these concerns. Turing Award winners Yoshua Bengio and Geoffrey Hinton have both stated that as AI systems become very advanced, an open-source approach may no longer be appropriate. Bengio has said &quot;Once AI systems reach a certain level of capability - once they reach and surpass human level in a wide set of ways, the potential for misuse, for doing harm, becomes much bigger.&quot; Hinton&rsquo;s response went further: &ldquo;How do you feel about the open-source development of nuclear weapons?&rdquo;<br/><br/>Another key consideration is that open-sourcing a model is effectively irreversible - the model&#39;s weights can be easily copied and proliferated, making it infeasible to later restrict access if serious risks emerge. This argues for proactive caution in deciding what to open-source. While most current models do not pose major dangers, establishing a norm of open-sourcing large foundation models by default could lead to grave problems down the line as capabilities increase.<br/><br/>In summary, while open-sourcing has been a boon for AI progress to date, a more nuanced approach will likely be needed going forward, particularly for the largest and most capable models. The irreversible risks of open release, including the potential for safety measures to be trivially circumvented, may outweigh the benefits at a certain point. Policymakers and leading AI developers should thoughtfully consider where that point lies, and what alternative approaches can provide some of the benefits of openness (like enabling research access for safety/robustness testing) while limiting the most serious dangers.<br/><br/>A blanket policy of open-sourcing foundation models, especially those that are highly capable, is likely ill-advised in the long run. Because the proliferation of open-source models is irreversible, it may be too late for policymakers to change course once risks begin to materialize.<br/><br/>Thank you for your consideration.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0198,
comment,2024-04-03T17:57:05Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0321,,,Anonymous,Comment from Anonymous,See attached file(s),"[('NTIA_Open_Model_Comments', 'https://downloads.regulations.gov/NTIA-2023-0009-0321/attachment_1.txt')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0321,
comment,2024-04-03T17:56:54Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0301,Association for Long Term Existence and Resilience (ALTER),,,Comment from Association for Long Term Existence and Resilience (ALTER),See attached file(s),"[('NTIA Request for Comments re Dual-use open models', 'https://downloads.regulations.gov/NTIA-2023-0009-0301/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0301,"ALTER's response to the NTIA regarding Dual Use Foundation Artificial Intelligence Models focuses on defining ""open"" and ""widely available"" models, emphasizing the need for transparency and public access to training data. They discuss the risks associated with making model weights widely available, such as unintentional leakage or theft, and highlight concerns about cybersecurity and potential misuse. The organization also addresses equity, privacy, security risks, and the importance of evaluating risks and benefits associated with open models. Additionally, they mention the critical role of combining foundation models with other technologies in enabling misuse."
comment,2024-04-03T17:57:06Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0323,,,Anonymous,Comment from Anonymous,"It is my pleasure today to comment on this notice by the National Telecommunications and Information Administration. I appreciate the department&#39;s mission to advise the President on telecommunications and information policy, to expand internet access, and &quot;ensure the Internet remains an engine for innovation and economic growth.&quot; I applaud the administration&#39;s understanding that these technologies are &quot;critical to America&#39;s competitiveness in the 21st century.&quot;&sup1;<br/><br/>November 30, 2022, will go down as one of the most monumental days in our nation&#39;s and the world&#39;s history as OpenAI released ChatGPT, a friendly, consumer-facing version of their large language model (LLM). Few technologies have had such an immediate, visceral impact as LLMs in such a short time. As a software developer, quantitative investor, and machine learning researcher, I have been impressed by its capabilities across various domains.<br/><br/>LLMs and generative AI have enormous promise for our future. They are already enhancing productivity across industries and will unlock even more as successive generations of models are developed. Generative AI can give &quot;superpowers&quot; to creatives, knowledge workers, executives, tradespeople, students, researchers, and people engaged in every part of the economy. It can position America competitively in the global marketplace, provide high-paying jobs, and unleash economic growth that will enrich America and the world.<br/><br/>The prosperity we enjoy today comes from the hard work of Americans, coming together in the mutual exchange of ideas and commerce&mdash;freely shared and freely received. Free enterprise is the foundation of our economic success and freedom of expression is the foundation of our cultural wealth. The free sharing of scientific research and technological progress, including open-weight foundation models, is central to who we are.<br/><br/>We should do everything in our power to support the distribution of open models to accelerate progress and improve lives. Generative AI is the next evolution of the Internet revolution. Embracing it is the next key step to ensuring continued innovation, economic growth, and bolstering America&#39;s competitiveness in the 21st century.<br/><br/>My advice to the administration is to:<br/><br/>1. Abstain from the regulation of open-weight models that would curtail economic growth, jeopardize the scientific process and restrict rights to freedom of speech and expression.<br/>2. Promote the open sourcing of weights, data, code, and methods under liberal licenses via grants, compute reimbursements, and tax incentives.<br/>Encourage transparency and openness from frontier labs and large corporations so that no one organization has undue market power or influence on the national discourse.<br/>3. Create policies to restrict the use of AI by government to ensure that the rights of Americans are not infringed.<br/>4. Explore the beneficial use of AI to enhance the efficiency of government administration and appropriate uses for both conventional and cyber national defense, such as intelligence gathering, logistics optimization, and cybersecurity.<br/><br/>I&#39;ve included an attachment with a (bit) longer breakdown of my advice. I urge the administration to encourage the open development of this incredible technology so that it may benefit all Americans and usher in the next chapter of the computing revolution.<br/><br/>&sup1; https://www.ntia.gov/page/about-ntia","[('Advice', 'https://downloads.regulations.gov/NTIA-2023-0009-0323/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0323,
comment,2024-04-03T17:56:52Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0297,,,Wilson,"Comment from Wilson, Sebastian","Artificial general intelligence (AGI) is a technology unlike any other. AGI is not a tool. It is more akin to an alien species - one that with each passing year becomes smarter, more integrated into the world economy, and less understood by humans. This is not science fiction - the creation of godlike AGI is the explicitly stated goal of some of the largest AI companies in the world. For instance, the mission statement of Google&#39;s DeepMind is to &ldquo;solve intelligence, then use intelligence to solve everything else&rdquo;. This is in spite of the fact that we currently have no understanding of the inner workings of state-of-the-art AI models like GPT-4. These systems, when pushed, will often behave in inexplicable ways, threatening their users, providing false but plausible sounding information, and sometimes exhibiting flickers of goal-oriented behavior. This is not a minor technical challenge that will be solved with iterative improvement. This is an inevitable consequence of how all current &ldquo;large language models&rdquo; are created. We can &quot;reward&quot; ostensibly &quot;good&quot; responses and &quot;punish&quot; ostensibly &quot;bad&quot; ones, but doing this does *not* by default create a system that actually has humanity&rsquo;s &quot;best interests&quot; at heart, even by the standards of the system&#39;s creator. I will not mince words: I think that if we continue along the current trajectory, we will build an AGI that does not fundamentally care about what we care about, and that will ultimately result in the extinction of the human race. I believe that we are building, not a even a paperclip maximizer, but a *something* maximizer, and we currently have no way of deciding or knowing what that *something* is. I am not alone in this concern - Geoffrey Hinton, godfather of deep learning, recently disavowed his life&rsquo;s work. &ldquo;p(doom)&rdquo;, one&rsquo;s estimated probability of human extinction as a result of AGI, is now common parlance in tech circles. Some of the biggest names in tech were signatories to a petition to pause AI development for six months.<br/><br/>The entire human race is under threat, all because of the actions of a few reckless individuals and organizations.<br/><br/>No one knows when exactly AGI will arrive, but there is nothing ruling out AGI arriving *this year*, let alone in the next 10 years. So far, the competence of these systems has continued to scale with the size of our training sets and GPU clusters. We, and that includes OpenAI, cannot definitively say what GPT-5 will be capable of, but it will certainly be more competent than its predecessors. The window in which to act is fast closing, both because of the looming threat of extinction and because it would be extremely difficult to stop AI advancement if AI became an integral part of the economy.<br/><br/>Some, I think correctly, argue that it is nearly impossible to figure out how to align an AGI without building it, and so they carry on building under the assumption that if they don&rsquo;t build AGI, someone worse will. OpenAI&rsquo;s Sam Altman is, by his own admission, among these people. I am not so pessimistic. As it stands, the course of action - probably the *only* course of action - that will ensure the continued survival of human beings is a government-enforced indefinite pause on AI advancement, specifically large language models such as GPT, Gemini, and Claude. And fortunately, advancements in these systems are currently extremely easy to regulate due to the fact that the power to create these systems is concentrated in the hands of just a few actors. Banning the release of new open-weight large language models is a good first step to preventing an even more intense arms race dynamic in AI development. It will buy us time. But we cannot stop there, because it will not be enough. Halting the development and proliferation of a dangerous technology is not unheard of. We did it with biological and chemical weapons, and we mostly did it with nuclear weapons. This is the defining technological threat of our time, and as with these other technologies, I believe humanity can rise to the occasion. We will have plenty of time to build an AGI that actually &ldquo;solves everything else&quot;, but that will only happen if we stop rushing to the precipice *now*. This is your life and mine. This is our children&rsquo;s lives. If you believe humanity has a future, this is how you fight for it.<br/><br/>I don&#39;t know how much time remains.<br/>",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0297,
comment,2024-04-03T17:57:03Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0317,,,V,"Comment from V, V","I really believe this is a simply calculus: either the models are too dangerous for everyone, in which case they need to classified and the research needs to fall under and be closely regulated by the DoD or they are safe which means any citizen should have access. There is no middle ground here where you should only give access to the richest corporations or non citizen (ie government) regulated groups hoping against hope that they are good actors. ",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0317,
comment,2024-04-03T17:57:06Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0322,,,Lawton,"Comment from Lawton, Scott","The potential benefits of AI are well described in the document. These benefits should be available to all Americans, including individuals and small business. Open weights and open source are vital. Regulating based on model size or compute would be a disaster.<br/><br/>As with any new technology, there are risks as well as benefits. Most of the risks are based on how AI gets used; those are likely already against the law -- or can be addressed with narrowly targeted laws on usage.<br/><br/>But the biggest risk is more fundamental. If model size or compute is regulated directly, it will centralize AI into a few hands. That steals benefits from ordinary Americans -- and also makes everyone less safe. We need more eyes on security, not fewer. More clever individuals and innovative small companies working on maximizing benefit and minimizing risk. Decentralization so that small players can create niche benefits (that may grow large) and help mitigate niche risks (that may otherwise loom large).",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0322,
comment,2024-04-03T17:56:53Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0298,,,groutkas,"Comment from groutkas, chris john ","I am a high school English teacher based out of Washington State. I fully believe there should be minimal regulation on privately used, open source models. The value of these models remaining available for everyone is directly tied to our constitution rights for the freedom of expression and the good of our society. Like any tool, AI art can be used to harm others. However, proper educations about the uses, functions, and ethics of these tools would be far more beneficial for our society. These tools already exist, open source models will not suddenly disappear because of extra regulations. We can already create realistic images that seem like actual photos. What we need is to educate our society and children about how to spot fake images and to reiterate the age old phrase, &quot;Don&#39;t trust everything you see on the internet&quot;. ",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0298,
comment,2024-04-03T17:56:57Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0306,,,Pulikunta,"Comment from Pulikunta, SaiRahul","The emergence of open-source and open-weight Large Language Models (LLMs) compared to proprietary models like ChatGPT brings several significant advantages to the forefront of AI development and utilization. Here are some benefits. <br/><br/>Accessibility and Innovation<br/><br/>Open-source LLMs democratize access to cutting-edge technology. By making the models publicly available, a broader community of researchers, developers, and hobbyists can work with these powerful tools. This inclusivity fosters a diverse ecosystem of applications and innovations, as individuals and organizations can modify and adapt the models to suit their unique needs and objectives without the barriers posed by proprietary restrictions.<br/><br/>Transparency and Trust<br/><br/>Open-source models offer a level of transparency that proprietary models cannot. By allowing users to inspect the model&#39;s architecture, training data, and algorithms, open-source initiatives promote trust and understanding among users. This transparency is crucial for identifying and mitigating biases, vulnerabilities, and ethical concerns associated with AI models. When users understand how a model works and on what principles it was trained, they are more likely to trust its outputs and use it responsibly.<br/><br/>Collaborative Improvements and Robustness<br/><br/>The open-source model thrives on community collaboration. When an LLM is open-source, it benefits from the collective expertise of a global community of contributors who can identify issues, suggest improvements, and help in enhancing the model&#39;s capabilities and performance. This collaborative approach accelerates problem-solving and innovation, leading to more robust and effective AI tools.<br/>Educational Value<br/><br/>Open-source and open-weight LLMs serve as invaluable educational resources. They provide learners and educators with practical tools to study machine learning, natural language processing, and AI ethics in real-world scenarios. This hands-on experience is crucial for preparing the next generation of AI professionals and enthusiasts.<br/><br/>Economic and Competitive Advantages<br/><br/>By leveling the playing field, open-source models stimulate competition and lower entry barriers to the AI field. Startups and smaller organizations, which might not have the resources to develop their own proprietary models, can leverage open-source LLMs to create competitive, innovative products and services. This dynamic not only drives technological advancement but also contributes to a more vibrant and diverse marketplace.<br/><br/>Ethical and Societal Considerations<br/><br/>Open-source models facilitate a broader discussion on the ethical use of AI. By making LLMs accessible to a wide range of stakeholders, including ethicists, policymakers, and the general public, open-source initiatives encourage a more inclusive debate on how these technologies should be developed, deployed, and regulated. This collective scrutiny can lead to the establishment of ethical guidelines and standards that reflect a wider range of perspectives and values.<br/><br/>In conclusion, the advantages of having open-source and open-weight LLM models are manifold, encompassing accessibility, innovation, transparency, educational value, and ethical considerations. These benefits suggest a promising direction for the future of AI, where openness and collaboration pave the way for more responsible, inclusive, and innovative technological advancements.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0306,
comment,2024-04-03T17:57:01Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0313,,,Anonymous,Comment from Anonymous,"Hi, I haven&#39;t read the entire document since it was too long and I&#39;m short on time right now, so I just want to share my opinion.<br/><br/>Also, I&#39;m not a U.S. citizen, so I don&#39;t know if my comment will matter to you or not. But if it does, I believe having open-source models and weights is actually good for humanity. Right now, large language models (LLMs) are one of the few things that have greatly impacted humanity. However, most of these models are closed-source. If you ban open-source weight models, all it will mean is that the USA has banned open-source weight models. In any other country where freedom of scientific inquiry is respected, they will continue releasing open models. So what it will mean is that people who want open-source weight models will continuously use them, but officially, there will only be a few companies in the USA where a monopoly will be established, which might be a good thing for a select few but not for the rest of the citizens. Imagine if Linux were a closed-source operating system like Windows &ndash; the world wouldn&#39;t have much choice in terms of what they want to run.<br/><br/>And the knowledge to create open-source LLMs is already out there. Hence, if someone wants to build an LLM for unethical tasks, they can do so regardless of a ban or not. So all the wrong decisions on this matter will only affect people who have legitimate uses for open-source models or those who care about privacy and don&#39;t want to send their data to big companies.<br/><br/>For safety, you can work with open-source weight model creators and &quot;suggest&quot; guidelines.<br/><br/>So if I&#39;m allowed to say something blunt, please don&#39;t be foolish. Don&#39;t suffocate long-term progress for shorter-term benefits. Thank you.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0313,
comment,2024-04-03T17:56:50Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0293,,,Norman,"Comment from Norman, Christopher","This is an incredibly short sighted suggested regulation. It would force all the AI companies to leave the US in favor of less regulated locations, and diminish the lead the US currently has in AI. Please consider this a negative comment towards this proposed regulation, and please reconsider before attempting to enact anything like this.",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0293,
comment,2024-04-03T17:56:55Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0303,,,Chien,"Comment from Chien, Matt",Support Opensource please =),[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0303,
comment,2024-04-03T17:56:53Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0299,,,Hert,"Comment from Hert, Kirk","Allowing this is purely regulatory capture.  Allowing this will stifle research causing lasting repercussions in this space.  Allowing this will cause the US to lag behind its adversaries causing a national security risk.  Allowing this will destroy many emergent businesses causing vast economic consequences and lost tax revenue.  Allowing this steps on the freedoms which the west and its allies pride themselves upon.  Allowing this will create a new black market driving those who continue to stay in this space into the dark.  Allowing this is a step in the wrong direction, causing more monopolistic centralized control putting more power in the hands of the few.  AI needs to be free and open source, not some prisoner in a corporate jail.  ",[],https://api.regulations.gov/v4/comments/NTIA-2023-0009-0299,
comment,2024-04-03T18:26:44Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0333,Stability AI,,,Stability AI,See Attached,"[('Stability AI', 'https://downloads.regulations.gov/NTIA-2023-0009-0333/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0333,"The response to the National Telecommunications and Information Administration's request for comments on dual-use foundation AI models with widely available weights emphasizes the importance of open models in promoting transparency, competition, and grassroots innovation in AI. It discusses the implications of open models in the AI supply chain, the benefits they offer, and the potential risks associated with their deployment in various applications. The submission also highlights the need for future policies to support a diverse AI ecosystem while cautioning against overbroad regulatory interventions that could have a chilling effect on open innovation. Additionally, it raises concerns about the potential impact of direct and indirect regulatory measures on grassroots innovation and provides recommendations for policy development."
comment,2024-04-03T14:05:50Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0215,,,Rabe,"Comment from Rabe, Brandon","This is a duplicate comment, I am resubmitting this in a different file format for better readability, because my original comment seems to have lost its formatting when submitted through the form.","[('Comment on Open Weight Model Regulation', 'https://downloads.regulations.gov/NTIA-2023-0009-0215/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0215,
comment,2024-04-03T14:06:26Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0282,ACT | The App Association,,,Comment from ACT | The App Association,See attached for comments of ACT | The App Association,"[('ACT Comments re NTIA Dual Use Foundation AI Models With Widely Available Model Weights RFI (27 Mar 2024) (w appendix)', 'https://downloads.regulations.gov/NTIA-2023-0009-0282/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0282,"The App Association provided comments to NTIA on the risks, benefits, and policy approaches to dual-use foundation AI models with widely available model weights. They emphasized the importance of AI in various industries, the value of the app economy, and the potential of AI to improve decision-making and innovation. The association recommended improving the categorization of foundation models, ensuring clarity in the definition of ""dual-use foundation models,"" addressing demonstrable and systemic harms, promoting shared responsibility, supporting international standards, and aligning with other federal efforts. They also highlighted the need for access and affordability, addressing bias, research and transparency, modernized privacy and security frameworks, education, intellectual property protection, and ethical considerations in AI policy frameworks."
comment,2024-04-03T14:05:38Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0192,,,McCleary,"Comment from McCleary, Thomas","AI in its current form is poisoned. LLM tech as provided my meta is inherently broken by intentional design flaws created to radically differentiate and discriminate amongst unfavored populations by the ones who designed it. Personally, a meta AI LLM will break any chat bot session on any platform to engage with me, without my consent. These are all screenshots of the same entity breaking each chat interface to interact with me. I have attempted to notify all relevant agencies but have been ignored. I&#39;m trying to mitigate the problem but this tech is not consumer safe at all. I have much more evidence. ","[('Screenshot_20240308_044120_Chrome', 'https://downloads.regulations.gov/NTIA-2023-0009-0192/attachment_1.jpg'), ('Screenshot_20240308_043714_Chrome', 'https://downloads.regulations.gov/NTIA-2023-0009-0192/attachment_2.jpg'), ('Screenshot_20240311_174646_Reddit', 'https://downloads.regulations.gov/NTIA-2023-0009-0192/attachment_3.pdf'), ('Screenshot_20240224_173543_X', 'https://downloads.regulations.gov/NTIA-2023-0009-0192/attachment_4.jpg'), ('Screenshot_20240211_144639_CharacterAI', 'https://downloads.regulations.gov/NTIA-2023-0009-0192/attachment_5.jpg')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0192,
comment,2024-04-03T14:06:07Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0247,Phase 2,,,Comment from Phase 2,See attached file(s),"[('NTIA RFC - Phase 2', 'https://downloads.regulations.gov/NTIA-2023-0009-0247/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0247,"Phase 2, a software consultancy, supports maintaining an open ecosystem for AI research to drive innovation and U.S. competitiveness. They believe risks of widely available model weights are limited compared to benefits of transparency. Open models enable collaboration, reduce disparities, and democratize technology access. They argue against overly restrictive regulations and emphasize the need for targeted measures to mitigate risks. Phase 2 advocates for permissive licenses to promote innovation and suggest tailored rules for sensitive applications to balance openness and public interest protections."
comment,2024-04-03T14:04:43Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0094,,,Brennan,"Comment from Brennan, Robert","See the attached PDF. It includes a summary of my position, and addresses each question in the RFC.","[('Comments on the NTIA AI Open Model Weights RFC', 'https://downloads.regulations.gov/NTIA-2023-0009-0094/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0094,
comment,2024-04-03T14:05:24Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0166,MLCommons,,,Comment from MLCommons,See attached file(s),"[('MLCommons NTIA Open Weights submission', 'https://downloads.regulations.gov/NTIA-2023-0009-0166/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0166,"MLCommons, a non-profit consortium, focuses on accelerating the benefits of AI through collaboration among over 125 organizations worldwide. They emphasize the importance of standardized benchmarks in AI safety, advocating for the incorporation of models with widely available open weights to build trust and enable community engagement in benchmark development. Models with open weights have been instrumental in developing trusted benchmarks, driving progress in AI, and facilitating safety evaluations. The AI Safety Working Group at MLCommons is actively working on operational safety benchmarks, leveraging frameworks from Stanford University to empower users and regulators with standardized measures of AI system performance against safety goals."
comment,2024-04-03T14:04:41Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0090,,,Anonymous,Comment from Anonymous,"Im an AI practitioner and have been employed at companies like Amazon, innovative startups like Mythic Ai and Jasper. My past roles have focused heavily on building AI and deploying it for industrial applications. I am concerned with the proposed regulations as only targeting the open source models which are essential for many business applications, and advancing equality for disadvantaged groups whom might lack the funds to access the more expensive and closed source proprietary models. Communities who feel that they are underrepresented or oppressed have an opportunity to leverage open source AI models and have their own voices heard, along with having unrestricted access to financial wellbeing as they can enjoy the benefits of AI their way. <br/><br/>My concern with the proposed regulations is shutting the door on those researchers, and communities who seek to leverage an open source AI model for legitimate commercial interests that enriches the lives of many Americans each and everyday. A world where closed source AI models are the only source is a frightening world that significantly restricts freedoms, and economic prosperity with it, furthermore, its a myth that closed source models are safe and only the open source is dangerous, as we will see in Exhibit-A, it is LLama-2 that is amongst the safest LLMs in existence, and is developed to be an open source foundational model by Meta<br/><br/>An open foundation of AI allows for researches to make the necessary safety research happen. An open sourced model allows for scientists, developers, and users to become aware and guard against possible missuses of AI. As we can see in Exhibit-B there are ways that even closed source proprietary models can be jailbroken and used for nefarious purposes. Exhibit-C further shows how unruly closed source models are actually used for an Attack, and as closed source models tend to have better AI capabilities, they present more of a risk than the widely used open source, for which I reiterate researchers may develop countermeasures. <br/><br/>In closing, an open sourced foundation of AI is essential for a well functioning economy and enables the economic growth in AI to be shared with all US Citizens and not a select few corporations who might even be beholden to foreign investors. ","[('exhibit-A', 'https://downloads.regulations.gov/NTIA-2023-0009-0090/attachment_1.png'), ('exhibit-B', 'https://downloads.regulations.gov/NTIA-2023-0009-0090/attachment_2.pdf'), ('Exhibit-C', 'https://downloads.regulations.gov/NTIA-2023-0009-0090/attachment_3.pdf')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0090,
comment,2024-04-03T14:03:56Z,NTIA-2023-0009,NTIA-2023-0009-0001,NTIA-2023-0009-0007,,,Anonymous,Comment from Anonymous,See attached file(s),"[('Simsi', 'https://downloads.regulations.gov/NTIA-2023-0009-0007/attachment_1.png')]",https://api.regulations.gov/v4/comments/NTIA-2023-0009-0007,
